Local Calc, Lattice Calc, Clock Local Calc, Clock Lattice Calc, Dipolar Local Calc, Dipolar Lattice Calc
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
1.0421, 1.0421, 0.5, 0.5, 0.542104, 0.542104
5.5099, 5.5099, 5, 5, 0.509902, 0.509902
6.14849, 6.14849, 6, 6, 0.148493, 0.148493
4.72047, 4.72047, 4.5, 4.5, 0.220468, 0.220468
6, 6, 6, 6, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
-3, -3, -3, -3, 0, 0
1.11022e-15, 0, 1.11022e-15, 0, 0, 0
8.00868, 8.00868, 7, 7, 1.00868, 1.00868
0, 0, -0, 0, 0, 0
2.56631, 2.56631, 2, 2, 0.566313, 0.566313
8.64598, 8.64598, 8, 8, 0.645978, 0.645978
8.82597, 8.82597, 9, 9, -0.174028, -0.174028
0.938217, 0.938217, 2, 2, -1.06178, -1.06178
0, 0, -0, 0, 0, 0
8.79951, 8.79951, 9, 9, -0.200491, -0.200491
2.85715, 2.85715, 1.5, 1.5, 1.35715, 1.35715
6, 6, 6, 6, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
-1.51478, -1.51478, -1.5, -1.5, -0.0147781, -0.0147781
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
0.924422, 0.924422, 2, 2, -1.07558, -1.07558
7.5, 7.5, 7.5, 7.5, 0, 0
3.33042, 3.33042, 4, 4, -0.669582, -0.669582
6, 6, 6, 6, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0.0776506, 0.0776506, -1.44329e-15, 0, 0.0776506, 0.0776506
7.5, 7.5, 7.5, 7.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
1.36331, 1.36331, 0.5, 0.5, 0.863311, 0.863311
1.66905, 1.66905, 1.5, 1.5, 0.169052, 0.169052
7.5, 7.5, 7.5, 7.5, 0, 0
6, 6, 6, 6, 0, 0
4.55904, 4.55904, 4.5, 4.5, 0.0590403, 0.0590403
4.5, 4.5, 4.5, 4.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
3, 3, 3, 3, 0, 0
6, 6, 6, 6, 0, 0
-1.77636e-15, 0, -1.77636e-15, 0, 0, 0
3, 3, 3, 3, 0, 0
6.59149, 6.59149, 5.5, 5.5, 1.09149, 1.09149
-0.901631, -0.901631, -2, -2, 1.09837, 1.09837
0.418467, 0.418467, 1, 1, -0.581533, -0.581533
9, 9, 9, 9, 0, 0
2.28528, 2.28528, 2, 2, 0.285281, 0.285281
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9.4997, 9.4997, 10, 10, -0.500299, -0.500299
8.94834, 8.94834, 9, 9, -0.0516577, -0.0516577
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.393481, 0.393481, 1, 1, -0.606519, -0.606519
3.83288, 3.83288, 4, 4, -0.16712, -0.16712
4.68038, 4.68038, 4.5, 4.5, 0.180377, 0.180377
6, 6, 6, 6, 0, 0
9.21486, 9.21486, 9, 9, 0.214856, 0.214856
1.14454, 1.14454, 0.5, 0.5, 0.644542, 0.644542
0, 0, -0, 0, 0, 0
6.17716, 6.17716, 6, 6, 0.177157, 0.177157
7.5, 7.5, 7.5, 7.5, 0, 0
-0.955392, -0.955392, -0.5, -0.5, -0.455392, -0.455392
0, 0, -0, 0, 0, 0
3.57374, 3.57374, 4, 4, -0.426258, -0.426258
6, 6, 6, 6, 0, 0
8.5565, 8.5565, 8, 8, 0.556496, 0.556496
7.92824, 7.92824, 7, 7, 0.928244, 0.928244
7.5, 7.5, 7.5, 7.5, 0, 0
-0.886361, -0.886361, -0.5, -0.5, -0.386361, -0.386361
3.07402, 3.07402, 3, 3, 0.0740235, 0.0740235
0, 0, -0, 0, 0, 0
9.55956, 9.55956, 10, 10, -0.440445, -0.440445
2.02876, 2.02876, 2.5, 2.5, -0.471236, -0.471236
6.26516, 6.26516, 6, 6, 0.26516, 0.26516
-0.416608, -0.416608, -1, -1, 0.583392, 0.583392
0, 0, -0, 0, 0, 0
1.45847, 1.45847, 1.5, 1.5, -0.0415304, -0.0415304
7.5, 7.5, 7.5, 7.5, 0, 0
1.53244, 1.53244, 1.5, 1.5, 0.0324413, 0.0324413
6.55607, 6.55607, 7, 7, -0.443932, -0.443932
2.73376, 2.73376, 2, 2, 0.733756, 0.733756
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
6.0252, 6.0252, 6, 6, 0.0251971, 0.0251971
0.54909, 0.54909, 1, 1, -0.45091, -0.45091
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
1.17838, 1.17838, 0.5, 0.5, 0.678377, 0.678377
1.12168, 1.12168, 0.5, 0.5, 0.621677, 0.621677
1.54335, 1.54335, 1.5, 1.5, 0.0433511, 0.0433511
-2.89993, -2.89993, -3, -3, 0.100068, 0.100068
1.31294, 1.31294, 1.5, 1.5, -0.187063, -0.187063
7.5, 7.5, 7.5, 7.5, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
-0.0438619, -0.0438619, -0, 0, -0.0438619, -0.0438619
0, 0, -0, 0, 0, 0
0.0589768, 0.0589768, -3.33067e-16, 0, 0.0589768, 0.0589768
-8.88178e-16, 0, -8.88178e-16, 0, 0, 0
5.72467, 5.72467, 5, 5, 0.724671, 0.724671
3.27845, 3.27845, 4, 4, -0.721549, -0.721549
9, 9, 9, 9, 0, 0
2.2638, 2.2638, 3.5, 3.5, -1.2362, -1.2362
-0.324552, -0.324552, -0, 0, -0.324552, -0.324552
3.36848, 3.36848, 2.5, 2.5, 0.868477, 0.868477
5.63145, 5.63145, 5, 5, 0.631448, 0.631448
2.93991, 2.93991, 3, 3, -0.0600888, -0.0600888
-0.353644, -0.353644, -1, -1, 0.646356, 0.646356
1.5, 1.5, 1.5, 1.5, 0, 0
9, 9, 9, 9, 0, 0
2.29235, 2.29235, 3.5, 3.5, -1.20765, -1.20765
9, 9, 9, 9, 0, 0
4.29533, 4.29533, 4.5, 4.5, -0.204675, -0.204675
2.35232, 2.35232, 2.5, 2.5, -0.147679, -0.147679
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3, 3, 3, 3, 0, 0
0.279499, 0.279499, -1.44329e-15, 0, 0.279499, 0.279499
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
3.20021, 3.20021, 4, 4, -0.799791, -0.799791
4.5, 4.5, 4.5, 4.5, 0, 0
-1.27127, -1.27127, -1.5, -1.5, 0.228728, 0.228728
0, 0, -0, 0, 0, 0
1.71408, 1.71408, 2.5, 2.5, -0.785921, -0.785921
0.314374, 0.314374, 1, 1, -0.685626, -0.685626
6, 6, 6, 6, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
2.8501, 2.8501, 2, 2, 0.850105, 0.850105
-1.38475, -1.38475, -0.5, -0.5, -0.884752, -0.884752
-1.21998, -1.21998, -0.5, -0.5, -0.719978, -0.719978
-3.10274, -3.10274, -3, -3, -0.102741, -0.102741
4.5, 4.5, 4.5, 4.5, 0, 0
7.65369, 7.65369, 6, 6, 1.65369, 1.65369
7.5, 7.5, 7.5, 7.5, 0, 0
3.3865, 3.3865, 4, 4, -0.613503, -0.613503
0, 0, -0, 0, 0, 0
0.906573, 0.906573, 0.5, 0.5, 0.406573, 0.406573
1.47092, 1.47092, 1.5, 1.5, -0.0290835, -0.0290835
9.65035, 9.65035, 10, 10, -0.349649, -0.349649
0, 0, -0, 0, 0, 0
6.0922, 6.0922, 6, 6, 0.0921981, 0.0921981
8.96814, 8.96814, 9, 9, -0.0318627, -0.0318627
8.85438, 8.85438, 9, 9, -0.145617, -0.145617
6, 6, 6, 6, 0, 0
9.45124, 9.45124, 10, 10, -0.54876, -0.54876
2.9008, 2.9008, 3, 3, -0.0991981, -0.0991981
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0.156964, 0.156964, 1.11022e-16, 0, 0.156964, 0.156964
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
3.13307, 3.13307, 3, 3, 0.133067, 0.133067
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
4.11488, 4.11488, 3.5, 3.5, 0.61488, 0.61488
5.53422, 5.53422, 5, 5, 0.534224, 0.534224
1.37565, 1.37565, 1.5, 1.5, -0.124349, -0.124349
1.5547, 1.5547, 3, 3, -1.4453, -1.4453
3.35565, 3.35565, 4, 4, -0.644348, -0.644348
2.71024, 2.71024, 2, 2, 0.710237, 0.710237
9.02129, 9.02129, 9, 9, 0.0212918, 0.0212918
0, 0, -0, 0, 0, 0
2.03204, 2.03204, 1, 1, 1.03204, 1.03204
0, 0, -0, 0, 0, 0
-1.43801, -1.43801, -1.5, -1.5, 0.061989, 0.061989
6, 6, 6, 6, 0, 0
0.533915, 0.533915, 1, 1, -0.466085, -0.466085
9.44754, 9.44754, 10, 10, -0.552461, -0.552461
5.77659, 5.77659, 5, 5, 0.776588, 0.776588
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
1.47163, 1.47163, 1.5, 1.5, -0.02837, -0.02837
3, 3, 3, 3, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
2.49378, 2.49378, 2, 2, 0.493778, 0.493778
0, 0, -0, 0, 0, 0
2.60237, 2.60237, 2, 2, 0.602371, 0.602371
0.0514281, 0.0514281, -2.22045e-16, 0, 0.0514281, 0.0514281
0, 0, -0, 0, 0, 0
6.16539, 6.16539, 6, 6, 0.165386, 0.165386
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
1.80428, 1.80428, 1.5, 1.5, 0.304283, 0.304283
-0.311295, -0.311295, -1, -1, 0.688705, 0.688705
3.35339, 3.35339, 4, 4, -0.646611, -0.646611
0.685637, 0.685637, 0.5, 0.5, 0.185637, 0.185637
3.7394, 3.7394, 2.5, 2.5, 1.2394, 1.2394
9.33605, 9.33605, 10, 10, -0.663946, -0.663946
8.78559, 8.78559, 9, 9, -0.214406, -0.214406
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
0.281686, 0.281686, 1, 1, -0.718314, -0.718314
7.5, 7.5, 7.5, 7.5, 0, 0
2.30788, 2.30788, 1, 1, 1.30788, 1.30788
2.9019, 2.9019, 2, 2, 0.901898, 0.901898
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
4.85856, 4.85856, 4.5, 4.5, 0.358562, 0.358562
0.855891, 0.855891, 0.5, 0.5, 0.355891, 0.355891
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
9.41873, 9.41873, 10, 10, -0.581271, -0.581271
2.35883, 2.35883, 3.5, 3.5, -1.14117, -1.14117
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.7239, 1.7239, 1.5, 1.5, 0.223897, 0.223897
2.7257, 2.7257, 2, 2, 0.7257, 0.7257
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
5.81747, 5.81747, 5, 5, 0.817468, 0.817468
0.26133, 0.26133, -1.44329e-15, 0, 0.26133, 0.26133
4.5, 4.5, 4.5, 4.5, 0, 0
8.76497, 8.76497, 8, 8, 0.764965, 0.764965
8.36285, 8.36285, 8, 8, 0.362846, 0.362846
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
1.69179, 1.69179, 1.5, 1.5, 0.191793, 0.191793
1.71274, 1.71274, 1.5, 1.5, 0.212742, 0.212742
9.08421, 9.08421, 9, 9, 0.0842122, 0.0842122
-1.42993, -1.42993, -1.5, -1.5, 0.0700709, 0.0700709
6, 6, 6, 6, 0, 0
-1.28109, -1.28109, -3, -3, 1.71891, 1.71891
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
5.96812, 5.96812, 6, 6, -0.0318789, -0.0318789
1.52823, 1.52823, 1.5, 1.5, 0.0282325, 0.0282325
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
2.17114, 2.17114, 1, 1, 1.17114, 1.17114
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
4.71266, 4.71266, 4.5, 4.5, 0.212659, 0.212659
1.88749, 1.88749, 2.5, 2.5, -0.612511, -0.612511
3.29428, 3.29428, 3, 3, 0.294285, 0.294285
8.82944, 8.82944, 8, 8, 0.829443, 0.829443
2.7446, 2.7446, 3, 3, -0.255401, -0.255401
3, 3, 3, 3, 0, 0
4.38297, 4.38297, 4.5, 4.5, -0.11703, -0.11703
6, 6, 6, 6, 0, 0
1.71448, 1.71448, 3, 3, -1.28552, -1.28552
6, 6, 6, 6, 0, 0
8.46213, 8.46213, 8, 8, 0.462127, 0.462127
0, 0, -0, 0, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
-0.250855, -0.250855, -0, 0, -0.250855, -0.250855
5.38531, 5.38531, 5, 5, 0.385308, 0.385308
0.0543847, 0.0543847, -0, 0, 0.0543847, 0.0543847
2.5879, 2.5879, 3.5, 3.5, -0.9121, -0.9121
0, 0, -0, 0, 0, 0
3.18445, 3.18445, 3, 3, 0.184452, 0.184452
9.11893, 9.11893, 9, 9, 0.118931, 0.118931
9, 9, 9, 9, 0, 0
9.02628, 9.02628, 9, 9, 0.0262781, 0.0262781
-0.000381442, -0.000381442, -0, 0, -0.000381442, -0.000381442
7.5, 7.5, 7.5, 7.5, 0, 0
-1.40442, -1.40442, -1.5, -1.5, 0.0955792, 0.0955792
4.43647, 4.43647, 4.5, 4.5, -0.0635348, -0.0635348
0, 0, -0, 0, 0, 0
0.00559116, 0.00559116, -2.22045e-16, 0, 0.00559116, 0.00559116
3, 3, 3, 3, 0, 0
0.127053, 0.127053, -0, 0, 0.127053, 0.127053
7.5, 7.5, 7.5, 7.5, 0, 0
8.45696, 8.45696, 8, 8, 0.456964, 0.456964
7.5, 7.5, 7.5, 7.5, 0, 0
8.19644, 8.19644, 7, 7, 1.19644, 1.19644
2.4262, 2.4262, 3.5, 3.5, -1.0738, -1.0738
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.286, 1.286, 0.5, 0.5, 0.785998, 0.785998
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
4.11926, 4.11926, 3.5, 3.5, 0.619262, 0.619262
-0.140245, -0.140245, -0, 0, -0.140245, -0.140245
5.80267, 5.80267, 6, 6, -0.197334, -0.197334
2.37719, 2.37719, 3.5, 3.5, -1.12281, -1.12281
0, 0, -0, 0, 0, 0
2.81044, 2.81044, 2, 2, 0.810444, 0.810444
9.19808, 9.19808, 10, 10, -0.801921, -0.801921
10.3533, 10.3533, 12, 12, -1.64674, -1.64674
0, 0, -0, 0, 0, 0
4.75731, 4.75731, 4.5, 4.5, 0.257311, 0.257311
6, 6, 6, 6, 0, 0
6.32163, 6.32163, 6, 6, 0.32163, 0.32163
9.33338, 9.33338, 10, 10, -0.666619, -0.666619
0.306434, 0.306434, 1, 1, -0.693566, -0.693566
1.5, 1.5, 1.5, 1.5, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
1.69797, 1.69797, 1.5, 1.5, 0.19797, 0.19797
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
5.77357, 5.77357, 5, 5, 0.77357, 0.77357
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
5.97419, 5.97419, 6, 6, -0.0258065, -0.0258065
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
2.45803, 2.45803, 2.5, 2.5, -0.0419699, -0.0419699
1.5, 1.5, 1.5, 1.5, 0, 0
1.6828, 1.6828, 1.5, 1.5, 0.182801, 0.182801
9.25247, 9.25247, 9, 9, 0.252471, 0.252471
1.11637, 1.11637, 0.5, 0.5, 0.616372, 0.616372
1.45211, 1.45211, 1.5, 1.5, -0.047887, -0.047887
-2.58133, -2.58133, -2, -2, -0.581334, -0.581334
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.339716, 0.339716, 1, 1, -0.660284, -0.660284
3, 3, 3, 3, 0, 0
0.935181, 0.935181, 0.5, 0.5, 0.435181, 0.435181
4.5, 4.5, 4.5, 4.5, 0, 0
3.13485, 3.13485, 3, 3, 0.134846, 0.134846
1.15277, 1.15277, 0.5, 0.5, 0.652768, 0.652768
3.04862, 3.04862, 3, 3, 0.0486175, 0.0486175
-0.108642, -0.108642, -0, 0, -0.108642, -0.108642
6, 6, 6, 6, 0, 0
0.365477, 0.365477, 1, 1, -0.634523, -0.634523
0, 0, -0, 0, 0, 0
8.98949, 8.98949, 9, 9, -0.0105127, -0.0105127
1.98099, 1.98099, 1, 1, 0.980992, 0.980992
0.171087, 0.171087, -0, 0, 0.171087, 0.171087
4.32917, 4.32917, 4.5, 4.5, -0.170831, -0.170831
0.932138, 0.932138, 2, 2, -1.06786, -1.06786
0.475439, 0.475439, 1, 1, -0.524561, -0.524561
6, 6, 6, 6, 0, 0
1.7051, 1.7051, 1.5, 1.5, 0.205098, 0.205098
4.10958, 4.10958, 3.5, 3.5, 0.609577, 0.609577
3.96537, 3.96537, 3.5, 3.5, 0.465368, 0.465368
1.5, 1.5, 1.5, 1.5, 0, 0
-1.95699, -1.95699, -2.5, -2.5, 0.543013, 0.543013
0, 0, -0, 0, 0, 0
10.3912, 10.3912, 12, 12, -1.6088, -1.6088
3.26884, 3.26884, 4, 4, -0.731156, -0.731156
8.67743, 8.67743, 8, 8, 0.677432, 0.677432
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
8.98739, 8.98739, 9, 9, -0.0126132, -0.0126132
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
-0.17127, -0.17127, -0, 0, -0.17127, -0.17127
9.48424, 9.48424, 10, 10, -0.515764, -0.515764
2.51625, 2.51625, 3.5, 3.5, -0.983745, -0.983745
2.69439, 2.69439, 2, 2, 0.69439, 0.69439
2.49857, 2.49857, 2, 2, 0.498568, 0.498568
6, 6, 6, 6, 0, 0
8.57262, 8.57262, 8, 8, 0.572621, 0.572621
4.48529, 4.48529, 4.5, 4.5, -0.014706, -0.014706
7.5, 7.5, 7.5, 7.5, 0, 0
3.57041, 3.57041, 4, 4, -0.429586, -0.429586
6, 6, 6, 6, 0, 0
9.06299, 9.06299, 9, 9, 0.06299, 0.06299
1.5, 1.5, 1.5, 1.5, 0, 0
-0.0260807, -0.0260807, -0, 0, -0.0260807, -0.0260807
-0.512855, -0.512855, -1, -1, 0.487145, 0.487145
-1.554, -1.554, -1.5, -1.5, -0.0540022, -0.0540022
8.54622, 8.54622, 8, 8, 0.546222, 0.546222
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
10.0141, 10.0141, 11, 11, -0.985887, -0.985887
6.48186, 6.48186, 7, 7, -0.518142, -0.518142
4.5, 4.5, 4.5, 4.5, 0, 0
1.5, 1.5, 1.5, 1.5, 0, 0
2.94883, 2.94883, 3, 3, -0.0511712, -0.0511712
9.444, 9.444, 10, 10, -0.556, -0.556
6.58202, 6.58202, 5.5, 5.5, 1.08202, 1.08202
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
5.69584, 5.69584, 5, 5, 0.695841, 0.695841
0, 0, -0, 0, 0, 0
10.4959, 10.4959, 12, 12, -1.50406, -1.50406
9, 9, 9, 9, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
8.02069, 8.02069, 7, 7, 1.02069, 1.02069
1.70114, 1.70114, 1.5, 1.5, 0.201137, 0.201137
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
0.757188, 0.757188, 0.5, 0.5, 0.257188, 0.257188
9.51075, 9.51075, 10, 10, -0.489251, -0.489251
0.93493, 0.93493, 2, 2, -1.06507, -1.06507
2.45657, 2.45657, 3.5, 3.5, -1.04343, -1.04343
8.9638, 8.9638, 9, 9, -0.0362001, -0.0362001
3.08722, 3.08722, 3, 3, 0.0872192, 0.0872192
3.08121, 3.08121, 3, 3, 0.0812137, 0.0812137
-0.230102, -0.230102, -1, -1, 0.769898, 0.769898
9, 9, 9, 9, 0, 0
1.33585, 1.33585, 0.5, 0.5, 0.835851, 0.835851
4.72398, 4.72398, 4.5, 4.5, 0.223985, 0.223985
8.35619, 8.35619, 8, 8, 0.356194, 0.356194
-0.27314, -0.27314, -1, -1, 0.72686, 0.72686
8.77705, 8.77705, 9, 9, -0.222949, -0.222949
6, 6, 6, 6, 0, 0
8.52421, 8.52421, 8, 8, 0.524211, 0.524211
-0.227772, -0.227772, -0, 0, -0.227772, -0.227772
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
2.68494, 2.68494, 2, 2, 0.684945, 0.684945
8.73844, 8.73844, 8, 8, 0.738443, 0.738443
4.0863, 4.0863, 3.5, 3.5, 0.586305, 0.586305
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
1.45909, 1.45909, 3, 3, -1.54091, -1.54091
9, 9, 9, 9, 0, 0
5.65143, 5.65143, 5, 5, 0.651431, 0.651431
1.5, 1.5, 1.5, 1.5, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.403073, 0.403073, 1, 1, -0.596927, -0.596927
0.610384, 0.610384, 1, 1, -0.389616, -0.389616
9.47219, 9.47219, 10, 10, -0.527811, -0.527811
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
9.04754, 9.04754, 9, 9, 0.0475384, 0.0475384
6, 6, 6, 6, 0, 0
8.60285, 8.60285, 8, 8, 0.602847, 0.602847
8.79219, 8.79219, 9, 9, -0.207807, -0.207807
7.5, 7.5, 7.5, 7.5, 0, 0
0, 0, -0, 0, 0, 0
7.5, 7.5, 7.5, 7.5, 0, 0
6, 6, 6, 6, 0, 0
8.63182, 8.63182, 8, 8, 0.63182, 0.63182
8.48717, 8.48717, 8, 8, 0.487167, 0.487167
7.5, 7.5, 7.5, 7.5, 0, 0
1.53055, 1.53055, 1.5, 1.5, 0.0305466, 0.0305466
9.45946, 9.45946, 10, 10, -0.540539, -0.540539
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
2.81571, 2.81571, 2, 2, 0.815708, 0.815708
0, 0, -0, 0, 0, 0
5.52244, 5.52244, 5, 5, 0.522442, 0.522442
0, 0, -0, 0, 0, 0
3.64472, 3.64472, 4, 4, -0.35528, -0.35528
2.56111, 2.56111, 2, 2, 0.561108, 0.561108
9.17428, 9.17428, 9, 9, 0.174284, 0.174284
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
2.32801, 2.32801, 1, 1, 1.32801, 1.32801
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
4.53402, 4.53402, 4.5, 4.5, 0.0340204, 0.0340204
7.5, 7.5, 7.5, 7.5, 0, 0
0.565779, 0.565779, 1, 1, -0.434221, -0.434221
3.58437, 3.58437, 4, 4, -0.415626, -0.415626
1.49244, 1.49244, 1.5, 1.5, -0.00755849, -0.00755849
3, 3, 3, 3, 0, 0
3, 3, 3, 3, 0, 0
9.09813, 9.09813, 9, 9, 0.0981326, 0.0981326
9.03565, 9.03565, 9, 9, 0.0356456, 0.0356456
0, 0, -0, 0, 0, 0
3.45385, 3.45385, 2.5, 2.5, 0.953851, 0.953851
5.65487, 5.65487, 5, 5, 0.654871, 0.654871
0.983334, 0.983334, 2, 2, -1.01667, -1.01667
3.45586, 3.45586, 4, 4, -0.544143, -0.544143
0, 0, -0, 0, 0, 0
1.63493, 1.63493, 1.5, 1.5, 0.13493, 0.13493
0, 0, -0, 0, 0, 0
1.90726, 1.90726, 2.5, 2.5, -0.592743, -0.592743
6.61017, 6.61017, 5.5, 5.5, 1.11017, 1.11017
0, 0, -0, 0, 0, 0
0.137477, 0.137477, -5.55112e-16, 0, 0.137477, 0.137477
9.19031, 9.19031, 10, 10, -0.809693, -0.809693
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
5.75551, 5.75551, 5, 5, 0.755511, 0.755511
0.283947, 0.283947, 1, 1, -0.716053, -0.716053
1.36466, 1.36466, 3, 3, -1.63534, -1.63534
9, 9, 9, 9, 0, 0
9.34668, 9.34668, 9, 9, 0.346679, 0.346679
2.3973, 2.3973, 2, 2, 0.397296, 0.397296
7.5, 7.5, 7.5, 7.5, 0, 0
9, 9, 9, 9, 0, 0
1.72946, 1.72946, 2.5, 2.5, -0.77054, -0.77054
0.684429, 0.684429, 0.5, 0.5, 0.184429, 0.184429
0, 0, -0, 0, 0, 0
10.353, 10.353, 12, 12, -1.64704, -1.64704
0, 0, -0, 0, 0, 0
4.3139, 4.3139, 4.5, 4.5, -0.186101, -0.186101
3.23847, 3.23847, 3, 3, 0.238472, 0.238472
1.71219, 1.71219, 1.5, 1.5, 0.212185, 0.212185
-0.294572, -0.294572, -0, 0, -0.294572, -0.294572
0, 0, -0, 0, 0, 0
5.77089, 5.77089, 5, 5, 0.770889, 0.770889
0.268222, 0.268222, -1.44329e-15, 0, 0.268222, 0.268222
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
8.79247, 8.79247, 9, 9, -0.207526, -0.207526
2.58784, 2.58784, 2, 2, 0.587844, 0.587844
8.63841, 8.63841, 8, 8, 0.638408, 0.638408
9, 9, 9, 9, 0, 0
0.428653, 0.428653, 1, 1, -0.571347, -0.571347
3.36406, 3.36406, 4, 4, -0.635937, -0.635937
0, 0, -0, 0, 0, 0
-0.670154, -0.670154, -0.5, -0.5, -0.170154, -0.170154
1.5, 1.5, 1.5, 1.5, 0, 0
6, 6, 6, 6, 0, 0
