Local Calc, Lattice Calc, Clock Local Calc, Clock Lattice Calc, Dipolar Local Calc, Dipolar Lattice Calc
10.1791, 10.1791, 12, 12, -1.82085, -1.82085
3.4497, 3.4497, 4, 4, -0.550295, -0.550295
0, 0, -0, 0, 0, 0
2.28349, 2.28349, 3.5, 3.5, -1.21651, -1.21651
8.61583, 8.61583, 9, 9, -0.38417, -0.38417
-0.0495843, -0.0495843, -1, -1, 0.950416, 0.950416
0, 0, -0, 0, 0, 0
3.46047, 3.46047, 4, 4, -0.539531, -0.539531
3.43486, 3.43486, 4, 4, -0.565141, -0.565141
0, 0, -0, 0, 0, 0
1.18643, 1.18643, 3, 3, -1.81357, -1.81357
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
4.12284, 4.12284, 4, 4, 0.122841, 0.122841
0.064613, 0.064613, -1, -1, 1.06461, 1.06461
0.697704, 0.697704, 2, 2, -1.3023, -1.3023
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
1.18643, 1.18643, 3, 3, -1.81357, -1.81357
10.1706, 10.1706, 12, 12, -1.82944, -1.82944
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
1.15093, 1.15093, 3, 3, -1.84907, -1.84907
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
1.1479, 1.1479, 3, 3, -1.8521, -1.8521
6, 6, 6, 6, 0, 0
3.14009, 3.14009, 3, 3, 0.14009, 0.14009
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.897826, 0.897826, 3, 3, -2.10217, -2.10217
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.4691, 9.4691, 10, 10, -0.5309, -0.5309
10.1802, 10.1802, 12, 12, -1.81978, -1.81978
1.13424, 1.13424, 3, 3, -1.86576, -1.86576
9, 9, 9, 9, 0, 0
3.5245, 3.5245, 4, 4, -0.475502, -0.475502
1.16851, 1.16851, 3, 3, -1.83149, -1.83149
0, 0, -0, 0, 0, 0
0.732296, 0.732296, 3, 3, -2.2677, -2.2677
0.95933, 0.95933, 3, 3, -2.04067, -2.04067
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
10.1435, 10.1435, 12, 12, -1.8565, -1.8565
0, 0, -0, 0, 0, 0
0.365741, 0.365741, 1, 1, -0.634259, -0.634259
9.9978, 9.9978, 12, 12, -2.0022, -2.0022
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.945377, 0.945377, 3, 3, -2.05462, -2.05462
0.298462, 0.298462, 1, 1, -0.701538, -0.701538
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
10.1655, 10.1655, 12, 12, -1.83451, -1.83451
9.41989, 9.41989, 10, 10, -0.580114, -0.580114
9.31674, 9.31674, 10, 10, -0.683261, -0.683261
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.684294, 0.684294, 3, 3, -2.31571, -2.31571
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0.469682, 0.469682, 1, 1, -0.530318, -0.530318
0, 0, -0, 0, 0, 0
1.18338, 1.18338, 3, 3, -1.81662, -1.81662
3.45693, 3.45693, 4, 4, -0.543066, -0.543066
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9.69205, 9.69205, 12, 12, -2.30795, -2.30795
0, 0, -0, 0, 0, 0
0.965606, 0.965606, 3, 3, -2.03439, -2.03439
9.31853, 9.31853, 10, 10, -0.681467, -0.681467
0, 0, -0, 0, 0, 0
1.1897, 1.1897, 3, 3, -1.8103, -1.8103
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.754371, 0.754371, 3, 3, -2.24563, -2.24563
1.01808, 1.01808, 3, 3, -1.98192, -1.98192
3.35244, 3.35244, 4, 4, -0.647565, -0.647565
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
1.19555, 1.19555, 3, 3, -1.80445, -1.80445
3.47374, 3.47374, 4, 4, -0.526264, -0.526264
3.33918, 3.33918, 4, 4, -0.660823, -0.660823
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
3.46432, 3.46432, 4, 4, -0.535678, -0.535678
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
9.70696, 9.70696, 11, 11, -1.29304, -1.29304
0.460469, 0.460469, 1, 1, -0.539531, -0.539531
0.434859, 0.434859, 1, 1, -0.565141, -0.565141
9, 9, 9, 9, 0, 0
1.18643, 1.18643, 3, 3, -1.81357, -1.81357
0, 0, -0, 0, 0, 0
1.55369, 1.55369, 1.5, 1.5, 0.0536879, 0.0536879
5.8009, 5.8009, 5, 5, 0.800901, 0.800901
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
2.1977, 2.1977, 3.5, 3.5, -1.3023, -1.3023
9, 9, 9, 9, 0, 0
9.44875, 9.44875, 10, 10, -0.551254, -0.551254
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
2.59214, 2.59214, 2, 2, 0.592138, 0.592138
4.81118, 4.81118, 4.5, 4.5, 0.311177, 0.311177
9, 9, 9, 9, 0, 0
2.97244, 2.97244, 4, 4, -1.02756, -1.02756
10.1509, 10.1509, 12, 12, -1.84907, -1.84907
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
10.1837, 10.1837, 12, 12, -1.81626, -1.81626
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.315264, 0.315264, 1, 1, -0.684736, -0.684736
0.4691, 0.4691, 1, 1, -0.5309, -0.5309
9, 9, 9, 9, 0, 0
1.13424, 1.13424, 3, 3, -1.86576, -1.86576
0.25615, 0.25615, 1, 1, -0.74385, -0.74385
9.5245, 9.5245, 10, 10, -0.475502, -0.475502
0, 0, -0, 0, 0, 0
0.810073, 0.810073, 3, 3, -2.18993, -2.18993
0, 0, -0, 0, 0, 0
9.95933, 9.95933, 12, 12, -2.04067, -2.04067
3.30172, 3.30172, 4, 4, -0.698276, -0.698276
9.47195, 9.47195, 10, 10, -0.528051, -0.528051
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.343903, 0.343903, 1, 1, -0.656097, -0.656097
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.691523, 0.691523, 3, 3, -2.30848, -2.30848
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.687201, 0.687201, 3, 3, -2.3128, -2.3128
9.68429, 9.68429, 12, 12, -2.31571, -2.31571
0.947164, 0.947164, 3, 3, -2.05284, -2.05284
0.303148, 0.303148, 1, 1, -0.696852, -0.696852
3.46968, 3.46968, 4, 4, -0.530318, -0.530318
1.18859, 1.18859, 3, 3, -1.81141, -1.81141
1.18338, 1.18338, 3, 3, -1.81662, -1.81662
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0.949801, 0.949801, 3, 3, -2.0502, -2.0502
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.965606, 0.965606, 3, 3, -2.03439, -2.03439
9.31853, 9.31853, 10, 10, -0.681467, -0.681467
9.46192, 9.46192, 10, 10, -0.538076, -0.538076
9, 9, 9, 9, 0, 0
1.1927, 1.1927, 3, 3, -1.8073, -1.8073
9.47164, 9.47164, 10, 10, -0.528364, -0.528364
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.732739, 0.732739, 3, 3, -2.26726, -2.26726
0, 0, -0, 0, 0, 0
1.01808, 1.01808, 3, 3, -1.98192, -1.98192
9, 9, 9, 9, 0, 0
9.44816, 9.44816, 10, 10, -0.551836, -0.551836
10.1879, 10.1879, 12, 12, -1.81215, -1.81215
10.1956, 10.1956, 12, 12, -1.80445, -1.80445
9, 9, 9, 9, 0, 0
9.33918, 9.33918, 10, 10, -0.660823, -0.660823
1.05755, 1.05755, 3, 3, -1.94245, -1.94245
0.904802, 0.904802, 3, 3, -2.0952, -2.0952
0, 0, -0, 0, 0, 0
1.16851, 1.16851, 3, 3, -1.83149, -1.83149
9, 9, 9, 9, 0, 0
0.434496, 0.434496, 1, 1, -0.565504, -0.565504
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
3.46432, 3.46432, 4, 4, -0.535678, -0.535678
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
9.04958, 9.04958, 10, 10, -0.950416, -0.950416
0.0495843, 0.0495843, 1, 1, -0.950416, -0.950416
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9.40706, 9.40706, 10, 10, -0.592937, -0.592937
0, 0, -0, 0, 0, 0
1.17203, 1.17203, 3, 3, -1.82797, -1.82797
9.41808, 9.41808, 10, 10, -0.581916, -0.581916
3.09074, 3.09074, 3, 3, 0.090743, 0.090743
8.6867, 8.6867, 8, 8, 0.686704, 0.686704
10.5566, 10.5566, 11, 11, -0.443404, -0.443404
0, 0, -0, 0, 0, 0
2.3119, 2.3119, 3.5, 3.5, -1.1881, -1.1881
0.446543, 0.446543, 1, 1, -0.553457, -0.553457
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.15594, 1.15594, 3, 3, -1.84406, -1.84406
0.344716, 0.344716, 1, 1, -0.655284, -0.655284
2.62919, 2.62919, 2, 2, 0.629193, 0.629193
9, 9, 9, 9, 0, 0
0.460692, 0.460692, 1.11022e-16, 0, 0.460692, 0.460692
6, 6, 6, 6, 0, 0
10.188, 10.188, 12, 12, -1.81202, -1.81202
0.368403, 0.368403, 1, 1, -0.631597, -0.631597
9.44694, 9.44694, 10, 10, -0.553056, -0.553056
9, 9, 9, 9, 0, 0
1.13292, 1.13292, 3, 3, -1.86708, -1.86708
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
2.05745, 2.05745, 3.5, 3.5, -1.44255, -1.44255
9, 9, 9, 9, 0, 0
1.02474, 1.02474, 3, 3, -1.97526, -1.97526
3.33024, 3.33024, 4, 4, -0.669756, -0.669756
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.23668, 9.23668, 10, 10, -0.763318, -0.763318
3.54397, 3.54397, 4, 4, -0.456034, -0.456034
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.973947, 0.973947, 3, 3, -2.02605, -2.02605
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
1.01278, 1.01278, 3, 3, -1.98722, -1.98722
0.724918, 0.724918, 3, 3, -2.27508, -2.27508
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
10.1511, 10.1511, 12, 12, -1.84891, -1.84891
3.40527, 3.40527, 4, 4, -0.594731, -0.594731
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9.96663, 9.96663, 12, 12, -2.03337, -2.03337
3.32397, 3.32397, 4, 4, -0.676032, -0.676032
9, 9, 9, 9, 0, 0
1.17182, 1.17182, 3, 3, -1.82818, -1.82818
1.16876, 1.16876, 3, 3, -1.83124, -1.83124
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0.964781, 0.964781, 3, 3, -2.03522, -2.03522
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
1.00266, 1.00266, 3, 3, -1.99734, -1.99734
9.35559, 9.35559, 10, 10, -0.644412, -0.644412
0.434129, 0.434129, 1, 1, -0.565871, -0.565871
9, 9, 9, 9, 0, 0
10.1777, 10.1777, 12, 12, -1.82228, -1.82228
9, 9, 9, 9, 0, 0
3.32262, 3.32262, 4, 4, -0.677383, -0.677383
0, 0, -0, 0, 0, 0
0.769794, 0.769794, 3, 3, -2.23021, -2.23021
0.830893, 0.830893, 3, 3, -2.16911, -2.16911
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
3.41111, 3.41111, 4, 4, -0.588891, -0.588891
1.16703, 1.16703, 3, 3, -1.83297, -1.83297
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.358645, 0.358645, 1, 1, -0.641355, -0.641355
0, 0, -0, 0, 0, 0
1.019, 1.019, 3, 3, -1.981, -1.981
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
3.52773, 3.52773, 4, 4, -0.472269, -0.472269
6, 6, 6, 6, 0, 0
1.16667, 1.16667, 3, 3, -1.83333, -1.83333
1.17915, 1.17915, 3, 3, -1.82085, -1.82085
3.4497, 3.4497, 4, 4, -0.550295, -0.550295
9.48826, 9.48826, 10, 10, -0.511736, -0.511736
2.28349, 2.28349, 3.5, 3.5, -1.21651, -1.21651
0, 0, -0, 0, 0, 0
3, 3, 3, 3, 0, 0
3.27321, 3.27321, 4, 4, -0.726791, -0.726791
9.53699, 9.53699, 10, 10, -0.463009, -0.463009
6, 6, 6, 6, 0, 0
10.1697, 10.1697, 12, 12, -1.83035, -1.83035
0, 0, -0, 0, 0, 0
9.41808, 9.41808, 10, 10, -0.581916, -0.581916
9.09074, 9.09074, 9, 9, 0.090743, 0.090743
5.6867, 5.6867, 5, 5, 0.686704, 0.686704
1.5566, 1.5566, 2, 2, -0.443404, -0.443404
4.5, 4.5, 4.5, 4.5, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0.429278, 0.429278, 1, 1, -0.570722, -0.570722
10.1718, 10.1718, 12, 12, -1.82818, -1.82818
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9.23466, 9.23466, 9, 9, 0.234656, 0.234656
4.5, 4.5, 4.5, 4.5, 0, 0
0.0489636, 0.0489636, 1, 1, -0.951036, -0.951036
10.188, 10.188, 12, 12, -1.81202, -1.81202
9.3684, 9.3684, 10, 10, -0.631597, -0.631597
9.44694, 9.44694, 10, 10, -0.553056, -0.553056
10.1702, 10.1702, 12, 12, -1.82977, -1.82977
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.925622, 0.925622, 3, 3, -2.07438, -2.07438
9, 9, 9, 9, 0, 0
0.330244, 0.330244, 1, 1, -0.669756, -0.669756
6, 6, 6, 6, 0, 0
10.167, 10.167, 12, 12, -1.83297, -1.83297
1.11926, 1.11926, 3, 3, -1.88074, -1.88074
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
1.18933, 1.18933, 3, 3, -1.81067, -1.81067
0.829541, 0.829541, 3, 3, -2.17046, -2.17046
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
10.1667, 10.1667, 12, 12, -1.83333, -1.83333
9, 9, 9, 9, 0, 0
0.327129, 0.327129, 1, 1, -0.672871, -0.672871
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.724918, 0.724918, 3, 3, -2.27508, -2.27508
9, 9, 9, 9, 0, 0
0.959994, 0.959994, 3, 3, -2.04001, -2.04001
9, 9, 9, 9, 0, 0
0.457332, 0.457332, 1, 1, -0.542668, -0.542668
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0.329931, 0.329931, 1, 1, -0.670069, -0.670069
0.969632, 0.969632, 3, 3, -2.03037, -2.03037
0.701818, 0.701818, 3, 3, -2.29818, -2.29818
9.70107, 9.70107, 12, 12, -2.29893, -2.29893
0.966633, 0.966633, 3, 3, -2.03337, -2.03337
3.32397, 3.32397, 4, 4, -0.676032, -0.676032
3.45021, 3.45021, 4, 4, -0.549786, -0.549786
10.1718, 10.1718, 12, 12, -1.82818, -1.82818
1.16876, 1.16876, 3, 3, -1.83124, -1.83124
0.443429, 0.443429, 1, 1, -0.556571, -0.556571
0, 0, -0, 0, 0, 0
0.964781, 0.964781, 3, 3, -2.03522, -2.03522
0.711521, 0.711521, 3, 3, -2.28848, -2.28848
9, 9, 9, 9, 0, 0
1.00266, 1.00266, 3, 3, -1.99734, -1.99734
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
1.17023, 1.17023, 3, 3, -1.82977, -1.82977
10.1777, 10.1777, 12, 12, -1.82228, -1.82228
9.45844, 9.45844, 10, 10, -0.541556, -0.541556
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9.76979, 9.76979, 12, 12, -2.23021, -2.23021
9, 9, 9, 9, 0, 0
10.1323, 10.1323, 12, 12, -1.86772, -1.86772
9, 9, 9, 9, 0, 0
9.41111, 9.41111, 10, 10, -0.588891, -0.588891
1.16703, 1.16703, 3, 3, -1.83297, -1.83297
1.18057, 1.18057, 3, 3, -1.81943, -1.81943
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
10.019, 10.019, 12, 12, -1.981, -1.981
9, 9, 9, 9, 0, 0
2.23476, 2.23476, 3.5, 3.5, -1.26524, -1.26524
9.52773, 9.52773, 10, 10, -0.472269, -0.472269
0.397441, 0.397441, 1, 1, -0.602559, -0.602559
1.16667, 1.16667, 3, 3, -1.83333, -1.83333
10.1791, 10.1791, 12, 12, -1.82085, -1.82085
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.783486, 0.783486, 2, 2, -1.21651, -1.21651
8.61583, 8.61583, 9, 9, -0.38417, -0.38417
9, 9, 9, 9, 0, 0
9.27321, 9.27321, 10, 10, -0.726791, -0.726791
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
9, 9, 9, 9, 0, 0
1.17203, 1.17203, 3, 3, -1.82797, -1.82797
9.41808, 9.41808, 10, 10, -0.581916, -0.581916
3.09074, 3.09074, 3, 3, 0.090743, 0.090743
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
4.99837, 4.99837, 4.5, 4.5, 0.498368, 0.498368
2.3119, 2.3119, 3.5, 3.5, -1.1881, -1.1881
0.446543, 0.446543, 1, 1, -0.553457, -0.553457
0.429278, 0.429278, 1, 1, -0.570722, -0.570722
9, 9, 9, 9, 0, 0
1.15594, 1.15594, 3, 3, -1.84406, -1.84406
0.344716, 0.344716, 1, 1, -0.655284, -0.655284
8.62919, 8.62919, 8, 8, 0.629193, 0.629193
9.23466, 9.23466, 9, 9, 0.234656, 0.234656
4.5, 4.5, 4.5, 4.5, 0, 0
0.0489636, 0.0489636, 1, 1, -0.951036, -0.951036
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
10.1329, 10.1329, 12, 12, -1.86708, -1.86708
0.245941, 0.245941, 1, 1, -0.754059, -0.754059
6, 6, 6, 6, 0, 0
9.31268, 9.31268, 10, 10, -0.687324, -0.687324
0, 0, -0, 0, 0, 0
0.925622, 0.925622, 3, 3, -2.07438, -2.07438
10.0247, 10.0247, 12, 12, -1.97526, -1.97526
9.33024, 9.33024, 10, 10, -0.669756, -0.669756
0.455907, 0.455907, 1, 1, -0.544093, -0.544093
1.16703, 1.16703, 3, 3, -1.83297, -1.83297
1.11926, 1.11926, 3, 3, -1.88074, -1.88074
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.829541, 0.829541, 3, 3, -2.17046, -2.17046
9, 9, 9, 9, 0, 0
0.973947, 0.973947, 3, 3, -2.02605, -2.02605
9.31523, 9.31523, 10, 10, -0.684771, -0.684771
9, 9, 9, 9, 0, 0
1.16667, 1.16667, 3, 3, -1.83333, -1.83333
1.12888, 1.12888, 3, 3, -1.87112, -1.87112
0.327129, 0.327129, 1, 1, -0.672871, -0.672871
0.38072, 0.38072, 1, 1, -0.61928, -0.61928
1.01278, 1.01278, 3, 3, -1.98722, -1.98722
9, 9, 9, 9, 0, 0
0.70592, 0.70592, 3, 3, -2.29408, -2.29408
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
1.16965, 1.16965, 3, 3, -1.83035, -1.83035
10.1511, 10.1511, 12, 12, -1.84891, -1.84891
9.40527, 9.40527, 10, 10, -0.594731, -0.594731
3.32993, 3.32993, 4, 4, -0.670069, -0.670069
0, 0, -0, 0, 0, 0
0.701818, 0.701818, 3, 3, -2.29818, -2.29818
0, 0, -0, 0, 0, 0
0.966633, 0.966633, 3, 3, -2.03337, -2.03337
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.443429, 0.443429, 1, 1, -0.556571, -0.556571
9.31598, 9.31598, 10, 10, -0.684022, -0.684022
0.964781, 0.964781, 3, 3, -2.03522, -2.03522
9.71152, 9.71152, 12, 12, -2.28848, -2.28848
9, 9, 9, 9, 0, 0
10.0027, 10.0027, 12, 12, -1.99734, -1.99734
3.35559, 3.35559, 4, 4, -0.644412, -0.644412
9, 9, 9, 9, 0, 0
10.1702, 10.1702, 12, 12, -1.82977, -1.82977
10.1777, 10.1777, 12, 12, -1.82228, -1.82228
6, 6, 6, 6, 0, 0
9.32262, 9.32262, 10, 10, -0.677383, -0.677383
9.99034, 9.99034, 12, 12, -2.00966, -2.00966
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9.42896, 9.42896, 10, 10, -0.571043, -0.571043
9.41111, 9.41111, 10, 10, -0.588891, -0.588891
10.167, 10.167, 12, 12, -1.83297, -1.83297
0, 0, -0, 0, 0, 0
9.46023, 9.46023, 10, 10, -0.539769, -0.539769
0.358645, 0.358645, 1, 1, -0.641355, -0.641355
9, 9, 9, 9, 0, 0
1.019, 1.019, 3, 3, -1.981, -1.981
9.51977, 9.51977, 11, 11, -1.48023, -1.48023
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.39744, 9.39744, 10, 10, -0.602559, -0.602559
10.1667, 10.1667, 12, 12, -1.83333, -1.83333
9, 9, 9, 9, 0, 0
0.449705, 0.449705, 1, 1, -0.550295, -0.550295
9, 9, 9, 9, 0, 0
2.28349, 2.28349, 3.5, 3.5, -1.21651, -1.21651
0, 0, -0, 0, 0, 0
-0.0495843, -0.0495843, -1, -1, 0.950416, 0.950416
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
3.43486, 3.43486, 4, 4, -0.565141, -0.565141
0, 0, -0, 0, 0, 0
10.1864, 10.1864, 12, 12, -1.81357, -1.81357
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
8.8009, 8.8009, 8, 8, 0.800901, 0.800901
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0.697704, 0.697704, 2, 2, -1.3023, -1.3023
3.40949, 3.40949, 4, 4, -0.590512, -0.590512
9.44875, 9.44875, 10, 10, -0.551254, -0.551254
10.1864, 10.1864, 12, 12, -1.81357, -1.81357
10.1706, 10.1706, 12, 12, -1.82944, -1.82944
6, 6, 6, 6, 0, 0
2.59214, 2.59214, 2, 2, 0.592138, 0.592138
4.5, 4.5, 4.5, 4.5, 0, 0
5.07489, 5.07489, 4.5, 4.5, 0.574889, 0.574889
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.347584, 0.347584, 1, 1, -0.652416, -0.652416
9.46192, 9.46192, 10, 10, -0.538076, -0.538076
1.18374, 1.18374, 3, 3, -1.81626, -1.81626
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
1.64009, 1.64009, 1.5, 1.5, 0.14009, 0.14009
9, 9, 9, 9, 0, 0
0.520394, 0.520394, 2, 2, -1.47961, -1.47961
0.897826, 0.897826, 3, 3, -2.10217, -2.10217
10.0053, 10.0053, 12, 12, -1.99473, -1.99473
0.315264, 0.315264, 1, 1, -0.684736, -0.684736
3.4691, 3.4691, 4, 4, -0.5309, -0.5309
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
0.25615, 0.25615, 1, 1, -0.74385, -0.74385
0.524498, 0.524498, 1, 1, -0.475502, -0.475502
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.95933, 0.95933, 3, 3, -2.04067, -2.04067
6, 6, 6, 6, 0, 0
6, 6, 6, 6, 0, 0
10.1802, 10.1802, 12, 12, -1.81983, -1.81983
1.1435, 1.1435, 3, 3, -1.8565, -1.8565
0.343903, 0.343903, 1, 1, -0.656097, -0.656097
0, 0, -0, 0, 0, 0
0.997803, 0.997803, 3, 3, -2.0022, -2.0022
0.710301, 0.710301, 3, 3, -2.2897, -2.2897
0.691523, 0.691523, 3, 3, -2.30848, -2.30848
0.945377, 0.945377, 3, 3, -2.05462, -2.05462
6, 6, 6, 6, 0, 0
9.47231, 9.47231, 10, 10, -0.527688, -0.527688
1.18427, 1.18427, 3, 3, -1.81573, -1.81573
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
0.316739, 0.316739, 1, 1, -0.683261, -0.683261
9.95613, 9.95613, 12, 12, -2.04387, -2.04387
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0.947164, 0.947164, 3, 3, -2.05284, -2.05284
0, 0, -0, 0, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0.692052, 0.692052, 3, 3, -2.30795, -2.30795
9, 9, 9, 9, 0, 0
0.965606, 0.965606, 3, 3, -2.03439, -2.03439
9, 9, 9, 9, 0, 0
3.46192, 3.46192, 4, 4, -0.538076, -0.538076
10.1897, 10.1897, 12, 12, -1.8103, -1.8103
1.1927, 1.1927, 3, 3, -1.8073, -1.8073
6, 6, 6, 6, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
0, 0, -0, 0, 0, 0
9, 9, 9, 9, 0, 0
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.44816, 9.44816, 10, 10, -0.551836, -0.551836
10.1879, 10.1879, 12, 12, -1.81215, -1.81215
1.19555, 1.19555, 3, 3, -1.80445, -1.80445
0.473736, 0.473736, 1, 1, -0.526264, -0.526264
3.33918, 3.33918, 4, 4, -0.660823, -0.660823
9, 9, 9, 9, 0, 0
0, 0, -0, 0, 0, 0
9.95353, 9.95353, 12, 12, -2.04647, -2.04647
1.16851, 1.16851, 3, 3, -1.83149, -1.83149
0.413534, 0.413534, 1, 1, -0.586466, -0.586466
